index,GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),STARTYEAR,ENDYEAR,REGION (DISPLAY),REGION (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),EDUCATIONLEVEL (CODE),EDUCATIONLEVEL (DISPLAY),EDUCATIONLEVEL (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),RESIDENCEAREATYPE (CODE),RESIDENCEAREATYPE (DISPLAY),RESIDENCEAREATYPE (URL),WEALTHQUINTILE (CODE),WEALTHQUINTILE (DISPLAY),WEALTHQUINTILE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
380,EQ_SBA,Coverage of skilled birth attendance,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4714,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1990.0,1990,,AFR,1990,1990,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,33.2,33.20000,,,,,
381,EQ_SBA,Coverage of skilled birth attendance,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4714,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1990.0,1990,,AFR,1990,1990,Africa,,NGA,Nigeria,,,,,,,,,,,RUR,Rural,,,,,25.7,25.70000,,,,,
382,EQ_SBA,Coverage of skilled birth attendance,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4714,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1990.0,1990,,AFR,1990,1990,Africa,,NGA,Nigeria,,,,,EDLVL06TO11YR,6-11 years,,,,,,,,,,,79.0,79.00000,,,,,
383,EQ_SBA,Coverage of skilled birth attendance,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4714,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1990.0,1990,,AFR,1990,1990,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ4,Q4,,69.1,69.10000,,,,,
384,EQ_SBA,Coverage of skilled birth attendance,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4714,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,AFR,2003,2003,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,36.5,36.50000,,,,,
385,EQ_SBA,Coverage of skilled birth attendance,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4714,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,AFR,2003,2003,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ2,Q2,,39.7,39.70000,,,,,
386,EQ_SBA,Coverage of skilled birth attendance,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4714,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,AFR,2003,2003,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ4,Q4,,78.4,78.40000,,,,,
387,EQ_SBA,Coverage of skilled birth attendance,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4714,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2007.0,2007,,AFR,2007,2007,Africa,,NGA,Nigeria,,,,,EDLVL00TO05YR,0-5 years,,,,,,,,,,,54.8,54.80000,,,,,
388,EQ_SBA,Coverage of skilled birth attendance,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4714,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2007.0,2007,,AFR,2007,2007,Africa,,NGA,Nigeria,,,,,EDLVL12PLUSYR,12+ years,,,,,,,,,,,95.3,95.30000,,,,,
389,EQ_SBA,Coverage of skilled birth attendance,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4714,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2007.0,2007,,AFR,2007,2007,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ2,Q2,,58.9,58.90000,,,,,
390,EQ_SBA,Coverage of skilled birth attendance,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4714,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,AFR,2008,2008,Africa,,NGA,Nigeria,,,,,,,,,,,URB,Urban,,,,,65.4,65.40000,,,,,
391,EQ_SBA,Coverage of skilled birth attendance,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4714,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,AFR,2008,2008,Africa,,NGA,Nigeria,,,,,EDLVL00TO05YR,0-5 years,,,,,,,,,,,30.8,30.80000,,,,,
392,EQ_SBA,Coverage of skilled birth attendance,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4714,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,AFR,2008,2008,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ5,Q5 (Richest),,89.5,89.50000,,,,,
393,EQ_SBA,Coverage of skilled birth attendance,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4714,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,URB,Urban,,,,,73.9,73.90000,,,,,
394,EQ_SBA,Coverage of skilled birth attendance,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4714,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,32.2,32.20000,,,,,
395,EQ_SBA,Coverage of skilled birth attendance,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4714,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ3,Q3,,78.2,78.20000,,,,,
396,EQ_SBA,Coverage of skilled birth attendance,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4714,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ5,Q5 (Richest),,94.7,94.70000,,,,,
397,EQ_SBA,Coverage of skilled birth attendance,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4714,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,AFR,2013,2013,Africa,,NGA,Nigeria,,,,,EDLVL06TO11YR,6-11 years,,,,,,,,,,,71.3,71.30000,,,,,
398,EQ_SBA,Coverage of skilled birth attendance,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4714,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,AFR,2013,2013,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,38.4,38.40000,,,,,
399,EQ_DTP3,Coverage of DTP3 immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4432,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1990.0,1990,,AFR,1990,1990,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,38.6,38.60000,,,,,
400,EQ_DTP3,Coverage of DTP3 immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4432,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1990.0,1990,,AFR,1990,1990,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ3,Q3,,57.4,57.40000,,,,,
401,EQ_DTP3,Coverage of DTP3 immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4432,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,AFR,2003,2003,Africa,,NGA,Nigeria,,,,,,,,,,,RUR,Rural,,,,,17.1,17.10000,,,,,
402,EQ_DTP3,Coverage of DTP3 immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4432,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,AFR,2003,2003,Africa,,NGA,Nigeria,,,,,EDLVL06TO11YR,6-11 years,,,,,,,,,,,51.2,51.20000,,,,,
403,EQ_DTP3,Coverage of DTP3 immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4432,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,AFR,2003,2003,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,12.8,12.80000,,,,,
404,EQ_DTP3,Coverage of DTP3 immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4432,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2007.0,2007,,AFR,2007,2007,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,28.6,28.60000,,,,,
405,EQ_DTP3,Coverage of DTP3 immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4432,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2007.0,2007,,AFR,2007,2007,Africa,,NGA,Nigeria,,,,,,,,,,,RUR,Rural,,,,,20.4,20.40000,,,,,
406,EQ_DTP3,Coverage of DTP3 immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4432,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2007.0,2007,,AFR,2007,2007,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ4,Q4,,58.9,58.90000,,,,,
407,EQ_DTP3,Coverage of DTP3 immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4432,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,AFR,2008,2008,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,36.3,36.30000,,,,,
408,EQ_DTP3,Coverage of DTP3 immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4432,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,AFR,2008,2008,Africa,,NGA,Nigeria,,,,,EDLVL12PLUSYR,12+ years,,,,,,,,,,,79.2,79.20000,,,,,
409,EQ_DTP3,Coverage of DTP3 immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4432,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,AFR,2008,2008,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ2,Q2,,38.8,38.80000,,,,,
410,EQ_DTP3,Coverage of DTP3 immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4432,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,AFR,2008,2008,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ4,Q4,,68.7,68.70000,,,,,
411,EQ_DTP3,Coverage of DTP3 immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4432,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,EDLVL00TO05YR,0-5 years,,,,,,,,,,,45.4,45.40000,,,,,
412,EQ_DTP3,Coverage of DTP3 immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4432,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,EDLVL12PLUSYR,12+ years,,,,,,,,,,,87.6,87.60000,,,,,
413,EQ_DTP3,Coverage of DTP3 immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4432,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,AFR,2013,2013,Africa,,NGA,Nigeria,,,,,,,,,,,URB,Urban,,,,,62.1,62.10000,,,,,
414,EQ_DTP3,Coverage of DTP3 immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4432,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,AFR,2013,2013,Africa,,NGA,Nigeria,,,,,EDLVL00TO05YR,0-5 years,,,,,,,,,,,31.0,31.00000,,,,,
415,EQ_DTP3,Coverage of DTP3 immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4432,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,AFR,2013,2013,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ3,Q3,,60.9,60.90000,,,,,
416,EQ_DTP3,Coverage of DTP3 immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4432,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,AFR,2013,2013,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ5,Q5 (Richest),,85.5,85.50000,,,,,
417,EQ_MEAIMM,Coverage of measles immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4433,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1990.0,1990,,AFR,1990,1990,Africa,,NGA,Nigeria,,,,,,,,,,,RUR,Rural,,,,,40.5,40.50000,,,,,
418,EQ_MEAIMM,Coverage of measles immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4433,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1990.0,1990,,AFR,1990,1990,Africa,,NGA,Nigeria,,,,,EDLVL06TO11YR,6-11 years,,,,,,,,,,,74.4,74.40000,,,,,
419,EQ_MEAIMM,Coverage of measles immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4433,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1990.0,1990,,AFR,1990,1990,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ4,Q4,,70.8,70.80000,,,,,
420,EQ_MEAIMM,Coverage of measles immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4433,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,AFR,2003,2003,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,40.9,40.90000,,,,,
421,EQ_MEAIMM,Coverage of measles immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4433,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,AFR,2003,2003,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ2,Q2,,34.2,34.20000,,,,,
422,EQ_MEAIMM,Coverage of measles immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4433,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,AFR,2003,2003,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ4,Q4,,66.2,66.20000,,,,,
423,EQ_MEAIMM,Coverage of measles immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4433,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2007.0,2007,,AFR,2007,2007,Africa,,NGA,Nigeria,,,,,EDLVL12PLUSYR,12+ years,,,,,,,,,,,89.4,89.40000,,,,,
424,EQ_MEAIMM,Coverage of measles immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4433,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2007.0,2007,,AFR,2007,2007,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ2,Q2,,56.6,56.60000,,,,,
425,EQ_MEAIMM,Coverage of measles immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4433,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,AFR,2008,2008,Africa,,NGA,Nigeria,,,,,,,,,,,URB,Urban,,,,,64.8,64.80000,,,,,
426,EQ_MEAIMM,Coverage of measles immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4433,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,AFR,2008,2008,Africa,,NGA,Nigeria,,,,,EDLVL00TO05YR,0-5 years,,,,,,,,,,,33.9,33.90000,,,,,
427,EQ_MEAIMM,Coverage of measles immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4433,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,AFR,2008,2008,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ5,Q5 (Richest),,85.6,85.60000,,,,,
428,EQ_MEAIMM,Coverage of measles immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4433,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,URB,Urban,,,,,74.7,74.70000,,,,,
429,EQ_MEAIMM,Coverage of measles immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4433,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ3,Q3,,71.1,71.10000,,,,,
430,EQ_MEAIMM,Coverage of measles immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4433,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ5,Q5 (Richest),,93.0,93.00000,,,,,
431,EQ_MEAIMM,Coverage of measles immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4433,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,AFR,2013,2013,Africa,,NGA,Nigeria,,,,,EDLVL06TO11YR,6-11 years,,,,,,,,,,,65.7,65.70000,,,,,
432,EQ_MEAIMM,Coverage of measles immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4433,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,AFR,2013,2013,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,40.1,40.10000,,,,,
433,EQ_HOUSENETS,Households that have a bednet for sleeping (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4439,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,AFR,2003,2003,Africa,,NGA,Nigeria,,,,,EDLVL00TO05YR,0-5 years,,,,,,,,,,,7.5,7.50000,,,,,
434,EQ_HOUSENETS,Households that have a bednet for sleeping (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4439,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,AFR,2003,2003,Africa,,NGA,Nigeria,,,,,EDLVL12PLUSYR,12+ years,,,,,,,,,,,5.2,5.20000,,,,,
435,EQ_HOUSENETS,Households that have a bednet for sleeping (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4439,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2007.0,2007,,AFR,2007,2007,Africa,,NGA,Nigeria,,,,,,,,,,,URB,Urban,,,,,6.0,6.00000,,,,,
436,EQ_HOUSENETS,Households that have a bednet for sleeping (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4439,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2007.0,2007,,AFR,2007,2007,Africa,,NGA,Nigeria,,,,,EDLVL00TO05YR,0-5 years,,,,,,,,,,,3.1,3.10000,,,,,
437,EQ_HOUSENETS,Households that have a bednet for sleeping (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4439,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2007.0,2007,,AFR,2007,2007,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ5,Q5 (Richest),,14.7,14.70000,,,,,
438,EQ_HOUSENETS,Households that have a bednet for sleeping (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4439,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,AFR,2008,2008,Africa,,NGA,Nigeria,,,,,,,,,,,URB,Urban,,,,,14.1,14.10000,,,,,
439,EQ_HOUSENETS,Households that have a bednet for sleeping (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4439,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,AFR,2008,2008,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,14.2,14.20000,,,,,
440,EQ_HOUSENETS,Households that have a bednet for sleeping (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4439,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,AFR,2008,2008,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ3,Q3,,13.3,13.30000,,,,,
441,EQ_HOUSENETS,Households that have a bednet for sleeping (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4439,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,EDLVL06TO11YR,6-11 years,,,,,,,,,,,30.0,30.00000,,,,,
442,EQ_HOUSENETS,Households that have a bednet for sleeping (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4439,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,49.2,49.20000,,,,,
443,EQ_HOUSENETS,Households that have a bednet for sleeping (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4439,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,AFR,2013,2013,Africa,,NGA,Nigeria,,,,,,,,,,,RUR,Rural,,,,,60.7,60.70000,,,,,
444,EQ_HOUSENETS,Households that have a bednet for sleeping (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4439,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,AFR,2013,2013,Africa,,NGA,Nigeria,,,,,EDLVL06TO11YR,6-11 years,,,,,,,,,,,50.4,50.40000,,,,,
445,EQ_HOUSENETS,Households that have a bednet for sleeping (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4439,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,AFR,2013,2013,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ4,Q4,,46.0,46.00000,,,,,
446,EQ_ITN,Households with at least one ITN for sleeping (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4439,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,AFR,2003,2003,Africa,,NGA,Nigeria,,,,,EDLVL06TO11YR,6-11 years,,,,,,,,,,,1.0,1.00599,,,,,
447,EQ_ITN,Households with at least one ITN for sleeping (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4439,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,AFR,2003,2003,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,1.1,1.09632,,,,,
448,EQ_ITN,Households with at least one ITN for sleeping (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4439,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2007.0,2007,,AFR,2007,2007,Africa,,NGA,Nigeria,,,,,,,,,,,RUR,Rural,,,,,3.4,3.35845,,,,,
449,EQ_ITN,Households with at least one ITN for sleeping (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4439,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2007.0,2007,,AFR,2007,2007,Africa,,NGA,Nigeria,,,,,EDLVL06TO11YR,6-11 years,,,,,,,,,,,6.0,6.03809,,,,,
450,EQ_ITN,Households with at least one ITN for sleeping (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4439,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,AFR,2008,2008,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,8.0,7.98171,,,,,
451,EQ_ITN,Households with at least one ITN for sleeping (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4439,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,AFR,2008,2008,Africa,,NGA,Nigeria,,,,,,,,,,,RUR,Rural,,,,,7.7,7.65340,,,,,
452,EQ_ITN,Households with at least one ITN for sleeping (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4439,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,AFR,2008,2008,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ2,Q2,,6.5,6.47369,,,,,
453,EQ_ITN,Households with at least one ITN for sleeping (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4439,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,AFR,2008,2008,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ4,Q4,,7.8,7.82689,,,,,
454,EQ_ITN,Households with at least one ITN for sleeping (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4439,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,EDLVL12PLUSYR,12+ years,,,,,,,,,,,37.7,37.70948,,,,,
455,EQ_ITN,Households with at least one ITN for sleeping (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4439,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ2,Q2,,38.6,38.59440,,,,,
456,EQ_ITN,Households with at least one ITN for sleeping (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4439,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,AFR,2013,2013,Africa,,NGA,Nigeria,,,,,EDLVL00TO05YR,0-5 years,,,,,,,,,,,44.0,44.04697,,,,,
457,EQ_ITN,Households with at least one ITN for sleeping (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4439,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,AFR,2013,2013,Africa,,NGA,Nigeria,,,,,EDLVL12PLUSYR,12+ years,,,,,,,,,,,40.4,40.38809,,,,,
458,EQ_ITN,Households with at least one ITN for sleeping (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4439,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,AFR,2013,2013,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ5,Q5 (Richest),,41.5,41.51967,,,,,
459,EQ_U5SLEPTNETS,Children under five who slept under a bednet the previous night (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4439,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,AFR,2003,2003,Africa,,NGA,Nigeria,,,,,,,,,,,URB,Urban,,,,,3.4,3.43891,,,,,
